,ProductID,ProductBrand,Gender,Price,NumImages,PrimaryColor,ProductType
63,10006073,ID,Men,13.4,5, Brown,Loafers
64,10013491,PARFAIT,Women,17.7,2, Red,P5391
65,10009773,SPYKAR,Women,13.35,7,Blue,Jeans
66,10009643,SPYKAR,Women,9.89,7,Blue,Jeans
67,10015831,Raymond,Men,12.69,5,Blue,Shirt
68,10014675,BuckleUp,Women,4.94,5, Red,Belt
69,10012761,Peter England,Men,2.93,5, Black,PIWBK9146012
70,10001887,AIGNER,Men,40.04,5, Platinum,ml
71,10003179,Gini and Jony,Girls,13.08,3,Blue,Jacket
72,10003821,Homesake,Unisex,20.2,5, Gold,Shade
73,10017017,Campus Sutra,Men,7.69,5, Black,T-shirt
74,10012721,MIAH Decor,Unisex,34.28,3,Blue,Lids
75,10003341,Gini and Jony,Girls,16.32,4, Red,Dress
76,10013417,SEJ by Nisha Gupta,Unisex,10.99,3,Blue,Bin
78,10013665,PARFAIT,Women,18.47,3, Red,P5482
81,10012769,SEJ by Nisha Gupta,Unisex,8.79,4, Red,Placemats
82,10007835,her by invictus,Women,14.29,6, Red,Loafers
83,10012881,JEWEL JUNCTION,Men,5.93,5, Black,Cufflinks
84,10013617,PARFAIT,Women,19.24,3, Red,P5542
85,10007811,her by invictus,Women,10.44,6, Brown,Shoes
86,10017427,DKNY,Unisex,146.52,6, Black,Bag
87,10017899,Parx,Men,7.12,4, Yellow,Shirt
88,10017369,Story@home,Unisex,19.79,5, Grey,Covers
89,10017671,Parx,Men,8.57,5,Blue,Shirt
90,10007595,her by invictus,Women,21.99,6, Green,Slip-Ons
91,10004343,Park Avenue,Women,6.26,5,Blue,Jeans
92,10007683,Roadster,Women,18.69,6, Red,Flats
93,10007801,her by invictus,Women,10.38,6, Red,Flats
94,10002181,U.S. Polo Assn. Denim Co.,Men,38.49,7,Blue,Jacket
95,10012783,SEJ by Nisha Gupta,Unisex,9.89,4, Pink,Placemats
96,10003387,Gini and Jony,Girls,14.62,3,Blue,Jacket
97,10004053,Sweet Dreams,Men,7.69,5,Blue,Trackpants
98,10017211,Kazo,Women,14.8,5, Yellow,Dress
99,10003299,Gini and Jony,Boys,7.14,3, Red,Detail
100,10013569,PARFAIT,Women,13.08,2, Red,2801
102,10017771,Parx,Men,6.35,5, Red,Shirt
103,10006019,ID,Men,15.75,5, Brown,Oxfords
104,10002825,Stylo Bug,Girls,7.68,7,Blue,Dress
105,10013703,PARFAIT,Women,9.89,2, Red,2805
108,10015997,Tokyo Talkies,Women,5.49,5, Red,Dress
110,10013055,Sera,Women,6.02,4, Black,Shorts
111,10003213,Gini and Jony,Boys,9.23,3, Red,Shorts
112,10014775,AccessHer,Women,6.15,3, Black,Chain
114,1000745,ahilya,Women,42.62,4, Silver,Ring
115,10009685,SPYKAR,Women,13.35,7,Blue,Jeans
116,10012429,FIDO DIDO,Men,6.59,5, Black,T-shirt
117,10017723,Parx,Men,8.13,5, Pink,Shirt
118,10017855,Parx,Men,8.13,5,Blue,Shirt
119,10013025,Sera,Women,7.85,5, White,Top
121,10006003,ID,Men,18.54,5, Grey,Flip-Flops
122,10012841,JEWEL JUNCTION,Men,5.93,4, Silver,Cufflinks
123,10017423,DKNY,Unisex,158.4,6, White,Bag
124,10000599,Parx,Men,9.23,5, Khaki,Trousers
126,10013641,PARFAIT,Women,19.24,2,Blue,P5351
127,10000657,Lady Lyka,Women,5.61,4, Burgundy,ENTIZER-11-PCH-WHN
128,10005937,Difference of Opinion,Men,5.49,5, Green,T-shirt
131,10006069,ID,Men,17.9,5, Black,Derbys
132,10017501,Soie,Women,7.62,5, Red,FB-610CRIMSON
133,10002079,GAS,Women,39.54,7,Blue,Jeans
134,10003807,Homesake,Unisex,20.79,5,Blue,Shade
135,10004165,HIGHLANDER,Men,14.29,5,Blue,Trousers
136,10013269,WITH,Men,7.52,5, Black,Shirt
138,10009637,SPYKAR,Women,21.99,7, White,Jeans
139,10017093,ZUSH,Women,14.29,5, Black,Jeans
140,10017355,Story@home,Unisex,13.19,5, Mustard,Covers
141,10017447,DKNY,Unisex,178.48,7, White,Bag
142,10017013,Campus Sutra,Men,5.62,5,Blue,Shirt
143,10017053,Campus Sutra,Men,14.29,5, Grey,Shirt
145,10002785,JBN Creation,Boys,12.69,5, Brown,Set
146,1000905,U.S. Polo Assn. Kids,Boys,13.57,4, Navy,Sweatshirt
148,10013603,PARFAIT,Women,20.01,5, Red,P5011
149,10013585,PARFAIT,Women,19.24,2, Red,P5272
152,1001423,DressBerry,Women,7.69,5, White,Top
154,10014659,BuckleUp,Women,4.94,5,Blue,Belt
155,10003183,Gini and Jony,Boys,11.54,3, Black,Trousers
156,10013567,PARFAIT,Women,9.89,2, Lavender,2805
157,10001975,Bvlgari,Women,107.25,3, Gold,ml
158,10017747,Parx,Men,7.89,5, Maroon,Shirt
159,10015929,ColorPlus,Men,13.19,5,Blue,Trousers
160,10017913,Parx,Men,8.4,5,Blue,Shirt
161,10004129,HIGHLANDER,Men,14.29,5, Grey,Trousers
162,10012919,Parx,Men,10.11,5, Beige,Trousers
163,10015983,Tokyo Talkies,Women,7.69,5, Green,Top
164,10014677,BuckleUp,Women,4.94,5, Red,Belt
165,10009715,SPYKAR,Women,21.99,7, Black,Jeans
167,10012349,Lakme,Women,4.4,4, Matte,ml
168,10017079,Campus Sutra,Men,7.69,5,Blue,T-shirt
169,10002675,Allen Solly Woman,Women,8.14,5, White,Top
170,10003177,Palm Tree,Girls,16.49,5, Pink,Jacket
171,10013677,PARFAIT,Women,13.08,3, Red,P5581
172,1001774,Arrow,Men,12.86,6, Red,Trousers
174,10005885,Difference of Opinion,Men,5.49,5, Yellow,Detailing
175,10012497,AccessHer,Women,2.94,4, White,Nosepin
176,10004169,HIGHLANDER,Men,7.69,5, Black,T-shirt
177,10000775,Lady Lyka,Women,4.68,5, Red,TEENAGER-RED-WHT
178,10017441,DKNY,Unisex,136.12,7, Silver,Bag
179,10016679,Raymond,Men,10.38,5, Green,T-shirt
180,10012371,Lakme,Women,4.4,4, Pink,ml
183,10014817,AccessHer,Women,5.94,4, Yellow,Earrings
184,10002341,MANGO,Women,17.56,6, Red,Top
185,10004325,Park Avenue,Women,6.26,5, Maroon,Top
186,1000717,ahilya,Women,65.98,3, Maroon,Earrings
187,10014941,AccessHer,Women,3.52,3, Black,Mangalsutra
188,10000747,Lady Lyka,Women,4.68,5, White,ATHLETE-SKN-WHT-Multi
189,10017391,Story@home,Unisex,13.19,4,Blue,Covers
190,10015151,Urban Dog,Men,4.39,5, Black,Shorts
191,10006081,ID,Men,36.14,5, Beige,Boots
192,10017167,Carrera,Men,58.29,5, Brown,Boots
193,10017347,Story@home,Unisex,15.39,5, Green,Covers
194,10017031,Campus Sutra,Men,7.69,5, Red,Shirt
195,10003277,Gini and Jony,Boys,9.23,3, Black,Chinos
196,10017363,Story@home,Unisex,13.19,5, Green,Covers
197,10017439,DKNY,Unisex,107.42,7, Maroon,Pouch
198,10000553,Parx,Men,8.84,5, Red,Trousers
199,10017481,Soie,Women,8.01,5, Green,FB-610
200,10012373,Raymond,Men,10.99,5, Maroon,T-shirt
201,10012355,Lakme,Women,4.4,4, Matte,ml
202,10003051,Gini and Jony,Girls,16.93,3,Blue,Dress
203,10013691,PARFAIT,Women,17.7,4, Red,4815
204,10017847,Parx,Men,7.03,5,Blue,Shirt
205,10015167,Urban Dog,Men,4.39,5, Black,Shorts
206,10017043,Campus Sutra,Men,6.59,5,Blue,Shirt
207,10016271,EthnoVogue,Women,50.3,6, Pink,Dress
208,10013487,PARFAIT,Women,17.7,2, Red,4812
209,10000811,Lady Lyka,Women,4.68,5, Brown,COULOUR-POP-BRN-GRY
210,10013707,PARFAIT,Women,9.89,3,Blue,P5645
211,10015985,Tokyo Talkies,Women,3.22,5, Burgundy,Top
212,10017651,Parx,Men,9.23,5,Blue,Shirt
213,10002753,ROMEE,Unisex,21.99,5, Red,Dohar
215,10000697,Lady Lyka,Women,6.52,4, Beige,MONALISA-MRN-SKN-Multi
216,10013243,TAYHAA,Unisex,3.85,4, White,Frame
217,10003303,Gini and Jony,Boys,13.08,3,Blue,Trousers
218,10013787,Ishin,Women,5.76,5, Red,Palazzos
219,10001425,Shoe Couture,Women,13.35,7, Black,Sneakers
220,10012725,MIAH Decor,Unisex,10.71,4, Red,Set
221,10017587,Parx,Men,8.57,5,Blue,Shirt
223,10013519,PARFAIT,Women,18.47,2, Red,P5392
224,10013727,PARFAIT,Women,5.49,3,Blue,PP503
225,10011181,HARBORNBAY,Men,4.93,5,Blue,T-shirt
226,10005911,Difference of Opinion,Men,5.49,5, Black,T-shirt
227,10009771,SPYKAR,Women,10.88,7,Blue,Jeans
228,10012909,Parx,Men,9.67,5,Blue,Trousers
229,10000729,Lady Lyka,Women,7.46,5, White,SONAL-SKN-WHT-Multi
230,10005261,Gini and Jony,Boys,7.69,3,Blue,T-shirt
231,10003011,Palm Tree,Girls,6.92,3, Red,Belt
232,10015913,Raymond,Men,14.29,5, Grey,Trousers
235,10003085,Palm Tree,Boys,6.92,4, White,T-shirt
236,10009711,SPYKAR,Women,12.09,7,Blue,Jeans
238,10015937,Keds,Women,42.89,5, Red,Sneakers
239,10017629,Parx,Men,8.35,5,Blue,Shirt
240,10004201,Parx,Men,10.38,5, Grey,Sweater
242,10017743,Parx,Men,8.35,5, Grey,Shirt
243,10013421,SEJ by Nisha Gupta,Unisex,10.99,3,Blue,Bin
245,10006053,ID,Men,32.84,5, Green,Derbys
246,10003439,Gini and Jony,Girls,6.92,3,Blue,T-shirt
247,10007597,her by invictus,Women,10.38,6, Red,Slip-Ons
248,10011163,HARBORNBAY,Women,4.41,5, Red,T-shirt
249,10002869,Aj DEZInES,Boys,4.28,5, Red,Pyjamas
250,10003027,Gini and Jony,Boys,10.77,3,Blue,Jeans
251,10014845,AccessHer,Women,4.87,3,Blue,Earrings
252,10013073,Monte Carlo,Women,16.51,5,Blue,Jeans
254,10006039,ID,Men,19.63,5, Brown,Sandals
256,10013523,PARFAIT,Women,20.01,4, Red,P5011
257,10000667,Lady Lyka,Women,6.52,4, Black,MONALISA-BLK-SKN
258,10013673,PARFAIT,Women,18.47,3, Red,P5490
259,10002963,Gini and Jony,Boys,11.21,5,Blue,Jeans
260,1000718,ahilya,Women,67.32,2, Gold,Earrings
261,10000281,Parx,Men,7.47,5, White,T-shirt
263,10009743,SPYKAR,Women,10.99,7,Blue,Jeans
264,10013425,SEJ by Nisha Gupta,Unisex,10.99,3,Blue,Bin
265,10013405,SEJ by Nisha Gupta,Unisex,10.99,3, Pink,Bin
268,10003597,Gini and Jony,Girls,16.16,5,Blue,Shorts
269,10001003,Bvlgari,Women,120.45,2, Gold,ml
270,10015161,Urban Dog,Men,4.39,4,Blue,Shorts
271,10004157,HIGHLANDER,Men,7.69,5, Beige,Shirt
272,10002837,VASTRAMAY,Boys,16.16,4,Blue,Jacket
273,10017415,DKNY,Unisex,118.8,6, Black,Bag
274,10012803,SEJ by Nisha Gupta,Unisex,8.79,4,Blue,Placemats
275,10003505,Palm Tree,Girls,3.84,3, Burgundy,T-shirt
276,10001527,Bvlgari,Women,84.15,2, Rose,ml
277,10000215,Parx,Men,6.15,5,Blue,T-shirt
278,10003695,even,Men,11.43,5, Grey,Jacket
279,10013623,PARFAIT,Women,17.7,2, Red,4812
280,10006015,ID,Men,19.63,5, Brown,Sandals
281,10017631,Parx,Men,7.69,5, White,Shirt
282,10007663,ether,Women,15.39,5, Maroon,Flats
283,10003899,Crimsoune Club,Men,17.59,5, White,Shirt
284,10013427,SEJ by Nisha Gupta,Unisex,10.99,3,Blue,Bin
285,10015165,Urban Dog,Men,4.39,5,Blue,Shorts
286,10017163,Carrera,Men,49.49,5, Grey,Sneakers
287,10002865,Aj DEZInES,Boys,5.93,5, Red,Pyjamas
288,10013631,PARFAIT,Women,17.7,3, Red,6901
289,10012879,JEWEL JUNCTION,Men,5.93,5,Blue,Cufflinks
290,10003347,Gini and Jony,Boys,5.38,3, Red,Detail
291,10012863,JEWEL JUNCTION,Men,5.93,5, Gold,Cufflinks
293,1000894,U.S. Polo Assn. Kids,Boys,9.89,4, Yellow,Sweatshirt
294,10004123,HIGHLANDER,Men,7.69,5, White,Shirt
296,10007763,her by invictus,Women,21.99,6, Black,Derbys
298,10003801,Homesake,Unisex,17.82,5, Red,Shade
299,10009623,SPYKAR,Women,11.87,7,Blue,Jeans
300,1000494,Russell Athletic,Women,32.99,5, Black,Sweatshirt
301,10003047,Gini and Jony,Girls,6.15,4,Blue,Top
302,10013037,Sera,Women,14.49,5,Blue,Palazzos
303,10001491,MIMOSA,Women,13.14,5,Blue,Saree
304,10017213,Kazo,Women,18.59,5, Green,Top
305,10003569,Gini and Jony,Girls,7.69,3,Blue,Jeans
306,10013415,SEJ by Nisha Gupta,Unisex,10.99,3, Black,Bin
307,10001715,Bvlgari,Women,120.45,2, Gold,90Ml
308,10016713,Vishudh,Women,21.99,5, Pink,Dress
309,10003437,Gini and Jony,Boys,11.54,3,Blue,Jeans
310,10018013,Puma,Men,19.79,5,Blue,Sneakers
311,10015877,Raymond,Men,34.64,5, Grey,Blazer
312,1000709,ahilya,Women,46.42,5, Silver,Bangle
313,10006083,ID,Men,13.4,5, Brown,Loafers
314,10012719,MIAH Decor,Unisex,34.28,5, Brown,Jar
315,10007787,ether,Women,6.59,5, Beige,Flats
316,10012759,Peter England,Men,2.93,5,Blue,PIWBPH9186011
317,10017011,Campus Sutra,Men,7.69,5, Maroon,T-shirt
318,10000593,Parx,Men,10.55,5, Red,Trousers
320,10001497,AIGNER,Men,47.85,3,Blue,ml
321,10009611,SPYKAR,Women,13.35,7, Black,Jeans
322,10016983,Campus Sutra,Men,7.69,5,Blue,T-shirt
323,10016985,Campus Sutra,Men,4.94,5,Blue,Shirt
324,10003249,Gini and Jony,Girls,6.15,3, Red,Shorts
325,10003411,Gini and Jony,Girls,4.61,3, Red,Top
326,10017503,Soie,Women,6.07,5, Red,CB-332BLACK
327,10017917,Parx,Men,7.03,5, Red,Shirt
328,10007783,ether,Women,13.19,5, Green,Flats
329,10005971,Difference of Opinion,Men,5.49,5, Black,Stripes
330,1001061,Blackberrys,Men,39.57,6, Black,Blazer
331,10005969,Difference of Opinion,Men,5.49,5,Blue,T-shirt
332,10012723,MIAH Decor,Unisex,11.87,5, Green,Mugs
333,10017001,Campus Sutra,Men,6.59,5,Blue,Shirt
335,10013719,PARFAIT,Women,19.24,2, Red,3102
338,10017359,Story@home,Unisex,15.39,4, Beige,Covers
339,10004283,Parx,Men,6.15,5, Grey,Sweater
340,10001271,Playdate,Girls,7.25,6, Black,Top
341,10017693,Parx,Men,9.39,5,Blue,Shirt
342,10005967,Difference of Opinion,Men,5.49,5, Green,Detail
343,1001221,Rocia,Women,16.63,5, Black,Wedges
345,10012883,JEWEL JUNCTION,Men,5.93,5, Gold,Cufflinks
346,10006045,ID,Men,29.53,5, Brown,Sneakers
347,10012969,JEWEL JUNCTION,Men,5.93,5, Silver,Cufflinks
348,10013413,SEJ by Nisha Gupta,Unisex,10.99,3,Blue,Bin
349,10012715,MIAH Decor,Unisex,13.19,3, Red,Lid
350,10014933,AccessHer,Women,6.15,3, Gold,Chain
351,10013361,Marvel by Wear Your Mind,Boys,6.04,3, White,T-shirt
352,10003469,Palm Tree,Boys,9.23,3,Blue,Shirt
353,10004145,HIGHLANDER,Men,7.69,5, White,Shirt
355,10005983,ID,Men,13.14,5, Black,Flip-Flops
356,10004509,Park Avenue,Women,15.83,5,Blue,Blazer
357,10003493,Gini and Jony,Girls,6.92,3, White,Top
358,10005909,Difference of Opinion,Men,5.49,5, Grey,T-shirt
359,10003417,Gini and Jony,Boys,14.62,3, Black,Trousers
360,10004121,HIGHLANDER,Men,7.69,5,Blue,Shirt
362,10005997,ID,Men,14.15,5,Blue,Sneakers
363,10015145,Urban Dog,Men,4.39,5, Charcoal,Shorts
364,1001707,Annabelle by Pantaloons,Women,10.99,6, White,Top
365,10001057,Park Avenue,Men,19.24,5, Red,Jacket
366,10000761,Lady Lyka,Women,9.33,4,Blue,HAPPY-MOODS-FCA-SKY
367,10014759,AccessHer,Women,53.68,4, Gold,Set
369,10013049,Sera,Women,14.49,5, Green,Palazzos
370,10007611,ether,Women,6.15,5, Black,Slip-Ons
371,10012805,SEJ by Nisha Gupta,Unisex,9.89,4, Red,Placemats
372,10014795,AccessHer,Women,9.3,3, Red,Tika
373,10013035,Sera,Women,16.25,5, Yellow,Palazzos
374,10013237,TAYHAA,Unisex,4.95,4, Black,Frame
375,10004477,Park Avenue,Women,5.6,5,Blue,Top
376,10007743,her by invictus,Women,21.99,6, Pink,Derbys
377,10003209,Palm Tree,Boys,4.61,3, White,T-shirt
378,10006199,berrytree,Girls,5.49,6, Pink,Dress
379,10013131,SIMON CARTER LONDON,Men,11.21,5,Blue,Shirt
380,10012731,MIAH Decor,Unisex,9.51,4, Red,Cups
383,10003531,Gini and Jony,Boys,14.62,3,Blue,Jeans
385,10006063,ID,Men,13.11,5, Black,Slip-Ons
386,10013261,Soie,Women,12.23,5, Black,Trousers
388,10012707,MIAH Decor,Unisex,11.87,4,Blue,Mugs
389,10017453,DKNY,Unisex,272.8,7, Purple,Bag
390,10016269,EthnoVogue,Women,69.18,7, Yellow,Dress
391,10009767,SPYKAR,Women,26.39,7,Blue,Jeans
392,10013423,SEJ by Nisha Gupta,Unisex,10.99,3, Green,Bin
393,10016757,Vishudh,Women,14.29,5, White,Kurta
394,10017585,Parx,Men,9.04,5, White,Shirt
395,10017567,Soie,Women,8.01,5, Red,FB-610
397,10017507,Soie,Women,7.62,5, Green,FB-610
398,10003365,Gini and Jony,Boys,3.29,3, Red,T-shirt
399,10016001,Tokyo Talkies,Women,7.69,5, Mustard,Top
400,10000533,Parx,Men,4.22,5,Blue,T-shirt
402,10015819,Raymond,Men,8.46,5, Maroon,Shirt
403,10016997,Campus Sutra,Men,7.69,5, Black,T-shirt
404,10000107,Parx,Men,3.84,5, White,T-shirt
405,10016753,Vishudh,Women,4.53,5,Blue,Kurta
406,10012413,FIDO DIDO,Men,14.29,5,Blue,T-shirt
407,10003523,Gini and Jony,Boys,7.14,3,Blue,Shirt
409,10017571,Soie,Women,10.87,5, Red,FB-705nude
410,10004143,HIGHLANDER,Men,7.69,5,Blue,Shirt
411,10006031,ID,Men,14.15,5, Brown,Sneakers
412,10016703,Raymond,Men,10.99,5, Yellow,T-shirt
413,10013671,PARFAIT,Women,17.7,4, Red,P5641
414,10013651,PARFAIT,Women,10.99,2,Blue,P5395
415,10001097,Beli,Women,9.34,7,Blue,Heels
416,10000683,Lady Lyka,Women,4.68,5, Red,TEENAGER-RED-SKN
418,10004135,HIGHLANDER,Men,7.69,5,Blue,Shirt
420,10016671,Raymond,Men,9.81,5, Brown,T-shirt
421,1001062,Blackberrys,Men,32.97,6, Black,Blazer
424,1000740,ahilya,Women,91.92,3, Gold,Earrings
426,10000097,Parx,Men,5.38,5, Red,T-shirt
427,10017459,DKNY,Unisex,147.01,6, Silver,Bag
428,10017479,Soie,Women,10.87,5, Red,FB-705
429,10007617,Roadster,Women,13.19,5, Beige,Flats
430,10009693,SPYKAR,Women,11.87,7,Blue,Jeans
431,10003097,Gini and Jony,Boys,6.15,3, White,T-shirt
434,10003497,Gini and Jony,Girls,4.61,5, Yellow,Shorts
435,10017397,Story@home,Unisex,15.39,4, Green,Covers
437,10003831,Homesake,Unisex,19.05,5, Red,Shade
438,10002441,U.S. Polo Assn. Denim Co.,Men,38.49,7, Brown,Jacket
440,10017007,Campus Sutra,Men,5.27,5, Black,Shirt
441,10016665,Raymond,Men,13.74,5,Blue,T-shirt
442,10017601,Parx,Men,10.55,5,Blue,Shirt
444,10003109,Gini and Jony,Girls,5.38,3, Green,Top
445,10013543,PARFAIT,Women,17.7,2, Red,4815
446,10004357,Park Avenue,Women,11.87,5, Red,Dress
447,10013589,PARFAIT,Women,18.47,2, Red,P5412
448,10001157,Raymond,Men,19.24,5, Grey,Jacket
449,10015915,Raymond,Men,73.14,5, Brown,Suit
451,10012789,SEJ by Nisha Gupta,Unisex,9.89,4, Green,Placemats
452,1000182,Jn Joy,Women,26.39,6, Navy,Top
454,10013621,PARFAIT,Women,13.08,2, Red,2801
456,10017429,DKNY,Unisex,143.22,7, Black,Pouch
457,10000727,Lady Lyka,Women,4.68,5, Black,ATHLETE-SKN-BLK-Multi
458,1000744,ahilya,Women,47.02,4, Silver,Ring
459,10014683,BuckleUp,Women,4.94,5, Red,Belt
461,10015987,Tokyo Talkies,Women,14.29,5, Red,Dress
462,10013371,Marvel by Wear Your Mind,Boys,6.04,3, Black,T-shirt
463,10001849,Bvlgari,Men,38.5,2, Black,ml
464,10001511,THE SILHOUETTE STORE,Women,9.23,5, Black,Belt
465,10000595,Parx,Men,9.61,5, Brown,Trousers
466,10017021,Campus Sutra,Men,7.69,5,Blue,T-shirt
467,10013579,PARFAIT,Women,18.47,2, Red,P5022
468,10003427,Gini and Jony,Boys,12.31,3,Blue,Trousers
469,10000675,Lady Lyka,Women,4.68,5, Black,ATHLETE-BLK-FCA-Multi
470,10017433,DKNY,Unisex,342.1,7, Purple,Bag
471,10006059,ID,Men,13.17,5, Brown,Sandals
472,10018011,Puma,Men,21.55,5,Blue,Sneakers
473,10004163,HIGHLANDER,Men,7.69,5, Maroon,T-shirt
474,1000505,Russell Athletic,Women,38.49,5, Black,Sweatshirt
476,10006057,ID,Men,29.53,5, Brown,Oxfords
477,10000903,Blackberrys,Men,32.16,5,Blue,Jacket
479,1000488,Russell Athletic,Women,30.79,5, Grey,Sweatshirt
480,10008647,Xpose,Women,8.07,5,Blue,Shorts
481,10003543,Gini and Jony,Girls,6.92,3, Red,Shorts
482,10004133,HIGHLANDER,Men,7.69,5,Blue,Shirt
483,10006087,ID,Men,29.53,5,Blue,Derbys
484,10013493,PARFAIT,Women,18.47,2,Blue,P5392
485,10004111,HIGHLANDER,Men,7.69,5,Blue,Shirt
487,10013045,Sera,Women,14.49,5, White,Palazzos
490,10005247,Gini and Jony,Boys,11.54,3,Blue,Shirt
492,10016991,Campus Sutra,Men,6.59,5,Blue,Shirt
493,10017157,Carrera,Men,57.19,5, Black,Sneakers
496,10009687,SPYKAR,Women,11.37,7,Blue,Jeans
497,10017425,DKNY,Unisex,146.02,7, Black,Bag
499,10017495,Soie,Women,7.2,5, Red,CB-331
501,10017475,Soie,Women,6.95,5, Red,Bra
502,10003207,Gini and Jony,Boys,6.92,3, Black,T-shirt
503,10013059,Sera,Women,12.07,5, Mustard,Top
505,10017063,Campus Sutra,Men,7.69,5, Grey,T-shirt
506,10001333,Playdate,Girls,6.59,3, Black,Top
507,10006027,ID,Men,17.9,5, Brown,Derbys
508,10012551,AccessHer,Women,13.76,4, Gold,Set
511,10003725,MBE,Women,7.69,5,Blue,Dupatta
512,10013595,PARFAIT,Women,10.99,2, Black,P5395
513,10013495,PARFAIT,Women,17.7,4,Blue,P5541
515,10017383,Story@home,Unisex,19.79,4, Red,Covers
516,10004501,Park Avenue,Women,8.9,5, Grey,Dress
517,10004115,HIGHLANDER,Men,7.69,5,Blue,Shirt
518,10009673,SPYKAR,Women,9.89,7, White,Jeans
520,10004421,Park Avenue,Women,5.53,5,Blue,Top
522,10012339,Lakme,Women,4.4,4, Red,20
523,10004149,HIGHLANDER,Men,7.69,5, Black,Shirt
524,1000743,ahilya,Women,122.51,3, Gold,Earrings
525,10003155,Gini and Jony,Boys,6.92,3, Brown,Shorts
526,10012781,SEJ by Nisha Gupta,Unisex,9.89,4,Blue,Placemats
527,10009679,SPYKAR,Women,11.87,7,Blue,Jeans
528,10013549,PARFAIT,Women,9.89,2, Beige,4805
529,10013565,PARFAIT,Women,9.89,2, Black,2803
530,10016739,Vishudh,Women,14.29,5, Green,Kurta
534,10003463,Gini and Jony,Girls,9.23,3, Black,Skirt
535,10006051,ID,Men,26.24,5, Brown,Sandals
536,10012927,Parx,Men,8.84,5,Blue,Jeans
538,10000445,Parx,Men,6.53,5, Grey,T-shirt
539,10006047,ID,Men,13.31,5,Blue,Sneakers
